Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Interaction Technology,University of Twente (UT),Enschede,Netherlands,"2,663,929 BDT / year",2 years,4.1,74,2%,https://www.mastersportal.com/studies/357/interaction-technology.html?ref=search_card
Medical Informatics,University of Amsterdam,Amsterdam,Netherlands,"3,650,570 BDT / year",2 years,4.2,125,0.50%,https://www.mastersportal.com/studies/859/medical-informatics.html?ref=search_card
Operations Research and Analytics,London School of Economics and Political Science,England,United Kingdom,"4,956,744 BDT / year",1 year,4.4,88,0.50%,https://www.mastersportal.com/studies/1378/operations-research-and-analytics.html?ref=search_card
Computational Mechanics,Technical University of Munich,München,Germany,"1,691,384 BDT / year",2 years,4,218,0.50%,https://www.mastersportal.com/studies/869/computational-mechanics.html?ref=search_card
Advanced Computer Science,University of Sheffield,England,United Kingdom,"4,764,249 BDT / year",1 year,4.3,112,1%,https://www.mastersportal.com/studies/4635/advanced-computer-science.html?ref=search_card
Telecommunications and Networking,Florida International University (FIU),Florida,United States,"2,316,964 BDT / year",1 year,4.3,95,3%,https://www.mastersportal.com/studies/61571/telecommunications-and-networking.html?ref=search_card
Computer Science,Memorial University of Newfoundland,St. John's,Canada,"299,612 BDT / year",2 years,4,73,3%,https://www.mastersportal.com/studies/62062/computer-science.html?ref=search_card
Geospatial Information Science and Engineering,SUNY - College of Environmental Science and Forestry,New York,United States,"3,351,031 BDT / year",2 years,4,1,8%,https://www.mastersportal.com/studies/68635/geospatial-information-science-and-engineering.html?ref=search_card
Applied Information Technology,George Mason University,Virginia,United States,"4,445,295 BDT / year",,4,105,3%,https://www.mastersportal.com/studies/63110/applied-information-technology.html?ref=search_card
Information Systems,George Mason University,Virginia,United States,"4,445,295 BDT / year",1 year,4,105,3%,https://www.mastersportal.com/studies/63117/information-systems.html?ref=search_card
Business Analytics,Fordham University,New York,United States,"8,475,306 BDT / year",1 year,4.3,24,6%,https://www.mastersportal.com/studies/61805/business-analytics.html?ref=search_card
Computer Engineering,University of Texas at Dallas,Texas,United States,"3,603,029 BDT / year",1 year,4.7,6,2%,https://www.mastersportal.com/studies/62756/computer-engineering.html?ref=search_card
Business Analytics,Santa Clara University,California,United States,"5,834,450 BDT / year","1 year, 4 months",4.5,6,9%,https://www.mastersportal.com/studies/64573/business-analytics.html?ref=search_card
Applied Statistics,Rochester Institute of Technology,New York,United States,"7,526,050 BDT / year",2 years,4.3,65,4%,https://www.mastersportal.com/studies/64387/applied-statistics.html?ref=search_card
Applied Urban Science and Informatics,New York University,New York,United States,"5,325,581 BDT / year",2 years,4.3,124,0.50%,https://www.mastersportal.com/studies/63209/applied-urban-science-and-informatics.html?ref=search_card
Software Engineering,Carnegie Mellon University,Pennsylvania,United States,"6,665,506 BDT / year",1½ year,4.3,24,0.50%,https://www.mastersportal.com/studies/61202/software-engineering.html?ref=search_card
Computer Science,University of Wisconsin Milwaukee,Wisconsin,United States,"3,187,623 BDT / year",2 years,3.9,15,5%,https://www.mastersportal.com/studies/61691/computer-science.html?ref=search_card
Software Engineering and Information Systems,University of Oulu,Oulu,Finland,"1,409,486 BDT / year",2 years,4.6,21,2%,https://www.mastersportal.com/studies/12619/software-engineering-and-information-systems.html?ref=search_card
Advanced Computer Science (Data Analytics),University of Leeds,England,United Kingdom,,1 year,4.4,72,0.50%,https://www.mastersportal.com/studies/36865/advanced-computer-science.html?ref=search_card
Computer Science,Swansea University,Wales,United Kingdom,"3,585,218 BDT / year",1 year,4.2,113,2%,https://www.mastersportal.com/studies/44436/computer-science.html?ref=search_card
Media Informatics,Saarland University,Saarbrücken,Germany,Free,2 years,4,22,4%,https://www.mastersportal.com/studies/46012/media-informatics.html?ref=search_card
Computer Science,University of Lincoln,England,United Kingdom,"2,951,589 BDT / year",1 year,4.1,54,5%,https://www.mastersportal.com/studies/45628/computer-science.html?ref=search_card
Applied Computer Science,SRH University Heidelberg,N/A,Multiple locations,"1,959,186 BDT / year",2 years,4.3,62,,https://www.mastersportal.com/studies/28043/applied-computer-science.html?ref=search_card
Artificial Intelligence,University of Kent,England,United Kingdom,"3,769,692 BDT / year",1 year,4,72,2%,https://www.mastersportal.com/studies/30234/artificial-intelligence.html?ref=search_card
Artificial Intelligence,KU Leuven,Leuven,Belgium,"1,338,025 BDT / year",1 year,4.1,137,0.50%,https://www.mastersportal.com/studies/38321/artificial-intelligence.html?ref=search_card
Business Information Management,Erasmus University Rotterdam,Rotterdam,Netherlands,"3,467,336 BDT / year",1 year,4.2,117,0.50%,https://www.mastersportal.com/studies/28226/business-information-management.html?ref=search_card
Software Engineering for Information Systems,Free University of Bozen-Bolzano,Bolzano - Bozen,Italy,"169,138 BDT / year",2 years,3.8,54,3%,https://www.mastersportal.com/studies/35636/software-engineering-for-information-systems.html?ref=search_card
Computer Science,Coventry University,England,United Kingdom,"2,983,671 BDT / year",1 year,4.1,593,4%,https://www.mastersportal.com/studies/7163/computer-science.html?ref=search_card
Software Engineering (Non-Thesis),Bogazici University,Istanbul,Turkey,"121,856 BDT / year",1 year,4.3,264,3%,https://www.mastersportal.com/studies/17540/software-engineering.html?ref=search_card
Joint Master's Programme in Health Informatics,Karolinska Institute,Stockholm,Sweden,"2,109,419 BDT / year",2 years,4.3,20,2%,https://www.mastersportal.com/studies/19941/joint-masters-programme-in-health-informatics.html?ref=search_card
Computer Networking,University of Bedfordshire,England,United Kingdom,"2,710,970 BDT / year",1 year,4.1,91,,https://www.mastersportal.com/studies/4901/computer-networking.html?ref=search_card
Information Management,University of Strathclyde,Scotland,United Kingdom,"4,603,837 BDT / year",1 year,4.2,66,2%,https://www.mastersportal.com/studies/5453/information-management.html?ref=search_card
"Management, Technology and Economics",ETH Zurich - Swiss Federal Institute of Technology,Zürich,Switzerland,"220,223 BDT / year",2 years,4.1,55,0.10%,https://www.mastersportal.com/studies/676/management-technology-and-economics.html?ref=search_card
Computer Science,Middlesex University,England,United Kingdom,"2,887,424 BDT / year",1 year,4.1,143,5%,https://www.mastersportal.com/studies/8460/computer-science.html?ref=search_card
Photonics Engineering,Ghent University,Gent,Belgium,"976,633 BDT / year",2 years,4.1,138,0.50%,https://www.mastersportal.com/studies/8678/photonics-engineering.html?ref=search_card
Information Management,University of Sheffield,England,United Kingdom,"4,435,404 BDT / year",1 year,4.3,112,1%,https://www.mastersportal.com/studies/4509/information-management.html?ref=search_card
Automation and Robotics,TU Dortmund University,Dortmund,Germany,Free,2 years,4.1,19,3%,https://www.mastersportal.com/studies/1208/automation-and-robotics.html?ref=search_card
Computer Science,Delft University of Technology (TU Delft),Delft,Netherlands,"3,141,745 BDT / year",2 years,4.2,64,0.50%,https://www.mastersportal.com/studies/335/computer-science.html?ref=search_card
Informatics,Technical University of Munich,Garching bei München,Germany,"1,691,384 BDT / year",2 years,4,218,0.50%,https://www.mastersportal.com/studies/13112/informatics.html?ref=search_card
Advanced Computer Science (Cloud Computing),University of Leeds,England,United Kingdom,,1 year,4.4,72,0.50%,https://www.mastersportal.com/studies/36564/advanced-computer-science.html?ref=search_card
Computer Science - Software Engineering,University of Antwerp,Antwerpen,Belgium,"817,502 BDT / year",2 years,4.3,71,2%,https://www.mastersportal.com/studies/35642/computer-science-software-engineering.html?ref=search_card
Cognitive Systems and Interactive Media,Pompeu Fabra University,Barcelona,Spain,"810,455 BDT / year",1 year,4.2,111,2%,https://www.mastersportal.com/studies/34763/cognitive-systems-and-interactive-media.html?ref=search_card
Computer Science - Data Science and Artificial Intelligence,University of Antwerp,Antwerpen,Belgium,"817,502 BDT / year",2 years,4.3,71,2%,https://www.mastersportal.com/studies/35833/computer-science-data-science-and-artificial-intelligence.html?ref=search_card
Information Technology,Liepaja University,Liepaja,Latvia,"634,269 BDT / year",2 years,4.6,21,,https://www.mastersportal.com/studies/46241/information-technology.html?ref=search_card
Information Systems,University of Liechtenstein,N/A,Multiple locations,"377,094 BDT / year",2 years,4.5,10,,https://www.mastersportal.com/studies/25716/information-systems.html?ref=search_card
Applied Computer Science,SRH University Heidelberg,N/A,Multiple locations,"1,959,186 BDT / year",2 years,4.3,62,,https://www.mastersportal.com/studies/28043/applied-computer-science.html?ref=search_card
Artificial Intelligence,KU Leuven,Leuven,Belgium,"1,338,025 BDT / year",1 year,4.1,137,0.50%,https://www.mastersportal.com/studies/38321/artificial-intelligence.html?ref=search_card
Software Engineering for Information Systems,Free University of Bozen-Bolzano,Bolzano - Bozen,Italy,"169,138 BDT / year",2 years,3.8,54,3%,https://www.mastersportal.com/studies/35636/software-engineering-for-information-systems.html?ref=search_card
Business Information Management,Erasmus University Rotterdam,Rotterdam,Netherlands,"3,467,336 BDT / year",1 year,4.2,117,0.50%,https://www.mastersportal.com/studies/28226/business-information-management.html?ref=search_card
Innovative Computing,University of Buckingham,England,United Kingdom,"2,887,424 BDT / year",1 year,3.9,17,,https://www.mastersportal.com/studies/15247/innovative-computing.html?ref=search_card
Strategic Information Systems Management,Stockholm University,Stockholm,Sweden,"1,725,889 BDT / year",2 years,3.9,98,1%,https://www.mastersportal.com/studies/22819/strategic-information-systems-management.html?ref=search_card
Computer Science,Brown University,Rhode Island,United States,"1,292,401 BDT / module",1 year,4.6,16,0.50%,https://www.mastersportal.com/studies/61115/computer-science.html?ref=search_card
Telecommunications and Networking,Florida International University (FIU),Florida,United States,"2,316,964 BDT / year",1 year,4.3,95,3%,https://www.mastersportal.com/studies/61571/telecommunications-and-networking.html?ref=search_card
Artificial Intelligence and Automation Engineering,University of Siena,Siena,Italy,,2 years,4.3,160,3%,https://www.mastersportal.com/studies/70345/artificial-intelligence-and-automation-engineering.html?ref=search_card
Mobile and Web Computing,International Hellenic University,Thessaloníki,Greece,"272,454 BDT / year",1½ year,3.9,72,,https://www.mastersportal.com/studies/69277/mobile-and-web-computing.html?ref=search_card
Computer Science,Rensselaer Polytechnic Institute,New York,United States,"7,847,506 BDT / year",1 year,,,3%,https://www.mastersportal.com/studies/67621/computer-science.html?ref=search_card
Computer Science and Engineering,The Ohio State University,Ohio,United States,"5,399,425 BDT / year",1 year,4.5,34,2%,https://www.mastersportal.com/studies/72917/computer-science-and-engineering.html?ref=search_card
Business Analytics,Fordham University,New York,United States,"8,475,306 BDT / year",1 year,4.3,24,6%,https://www.mastersportal.com/studies/61805/business-analytics.html?ref=search_card
Computer Engineering,University of Texas at Dallas,Texas,United States,"3,603,029 BDT / year",1 year,4.7,6,2%,https://www.mastersportal.com/studies/62756/computer-engineering.html?ref=search_card
Business Analytics,Santa Clara University,California,United States,"5,834,450 BDT / year","1 year, 4 months",4.5,6,9%,https://www.mastersportal.com/studies/64573/business-analytics.html?ref=search_card
Applied Statistics,Rochester Institute of Technology,New York,United States,"7,526,050 BDT / year",2 years,4.3,65,4%,https://www.mastersportal.com/studies/64387/applied-statistics.html?ref=search_card
Computer Engineering,Clemson University,South Carolina,United States,"3,567,447 BDT / year",2 years,4,10,4%,https://www.mastersportal.com/studies/61449/computer-engineering.html?ref=search_card
Applied Urban Science and Informatics,New York University,New York,United States,"5,325,581 BDT / year",2 years,4.3,124,0.50%,https://www.mastersportal.com/studies/63209/applied-urban-science-and-informatics.html?ref=search_card
Software Engineering,Carnegie Mellon University,Pennsylvania,United States,"6,665,506 BDT / year",1½ year,4.3,24,0.50%,https://www.mastersportal.com/studies/61202/software-engineering.html?ref=search_card
